train_csv: lgb_proceeded_train_20200116_102618_20200117_103128
mlp_ratio: 0.0
lgb_loss: 0.0
mlp_loss: 0.17715929877170922
model_average_loss: 0.17715929877170922
lgb_loss: 0.0
mlp_loss: 0.16210968339514054
model_average_loss: 0.16210968339514054
lgb_loss: 0.0
mlp_loss: 0.14605418309667495
model_average_loss: 0.14605418309667495
seed_average_loss: 0.1617743884211749
mlp_ratio: 0.1
lgb_loss: 0.0
mlp_loss: 0.13890972073423324
model_average_loss: 0.163010318910785
lgb_loss: 0.0
mlp_loss: 0.16185691048434048
model_average_loss: 0.14834832298688538
lgb_loss: 0.0
mlp_loss: 0.13326404163030348
model_average_loss: 0.1499416299473183
seed_average_loss: 0.1537667572816629
mlp_ratio: 0.2
lgb_loss: 0.0
mlp_loss: 0.13746813663736257
model_average_loss: 0.1142234631874205
lgb_loss: 0.0
mlp_loss: 0.17814912436752794
model_average_loss: 0.14476521667228315
lgb_loss: 0.0
mlp_loss: 0.14258297052920943
model_average_loss: 0.1217260794800169
seed_average_loss: 0.12690491977990684
mlp_ratio: 0.30000000000000004
lgb_loss: 0.0
mlp_loss: 0.16861723904451476
model_average_loss: 0.1003885113443802
lgb_loss: 0.0
mlp_loss: 0.16074997888572962
model_average_loss: 0.0999746500856159
lgb_loss: 0.0
mlp_loss: 0.14747650849443472
model_average_loss: 0.11250742265770763
seed_average_loss: 0.10429019469590124
mlp_ratio: 0.4
lgb_loss: 0.0
mlp_loss: 0.17742432555596988
model_average_loss: 0.11524158318232469
lgb_loss: 0.0
mlp_loss: 0.16715494269239384
model_average_loss: 0.16171782142563396
lgb_loss: 0.0
mlp_loss: 0.1559986871595762
model_average_loss: 0.14741259638394189
seed_average_loss: 0.14145733366396684
mlp_ratio: 0.5
lgb_loss: 0.0
mlp_loss: 0.16795658857904983
model_average_loss: 0.1827169771803978
lgb_loss: 0.0
mlp_loss: 0.15250189368034917
model_average_loss: 0.1594506761263642
lgb_loss: 0.0
mlp_loss: 0.14620647668679887
model_average_loss: 0.18276776623692226
seed_average_loss: 0.17497847318122808
mlp_ratio: 0.6000000000000001
lgb_loss: 0.0
mlp_loss: 0.17155942270063929
model_average_loss: 0.29537737009974285
lgb_loss: 0.0
mlp_loss: 0.15553197871642233
model_average_loss: 0.2757538234484669
lgb_loss: 0.0
mlp_loss: 0.15627117227822218
model_average_loss: 0.24939117136916378
seed_average_loss: 0.2735074549724578
mlp_ratio: 0.7000000000000001
lgb_loss: 0.0
mlp_loss: 0.1638091891303387
model_average_loss: 0.2872743347184157
lgb_loss: 0.0
mlp_loss: 0.16010491835503005
model_average_loss: 0.27522387000008874
lgb_loss: 0.0
mlp_loss: 0.15779188803715272
model_average_loss: 0.2610868903907674
seed_average_loss: 0.2745283650364239
mlp_ratio: 0.8
lgb_loss: 0.0
mlp_loss: 0.2003193767836815
model_average_loss: 0.19531865439117113
lgb_loss: 0.0
mlp_loss: 0.15870695360024434
model_average_loss: 0.17720950040787342
lgb_loss: 0.0
mlp_loss: 0.14883756042593244
model_average_loss: 0.16311347118450958
seed_average_loss: 0.1785472086611847
mlp_ratio: 0.9
lgb_loss: 0.0
mlp_loss: 0.13981816152389315
model_average_loss: 0.03177079406687433
lgb_loss: 0.0
mlp_loss: 0.15520052364218617
model_average_loss: 0.0
lgb_loss: 0.0
mlp_loss: 0.15420454234358838
model_average_loss: 0.0006331994769295246
seed_average_loss: 0.010801331181267951
mlp_ratio: 1.0
lgb_loss: 0.0
mlp_loss: 0.12287318196644437
model_average_loss: 0.0
lgb_loss: 0.0
mlp_loss: 0.15998113856908502
model_average_loss: 0.0
lgb_loss: 0.0
mlp_loss: 0.13998867276562676
model_average_loss: 0.0
seed_average_loss: 0.0
