train_csv: lgb_proceeded_train_20200116_102618_20200118_022213
lgb_loss: 0.5142311895263354
lgb_loss: 0.4751330815010405
lgb_loss: 0.5151694988854472
lgb_loss: 0.51237761315525
lgb_loss: 0.4973174365444081
lgb_loss: 0.511515897733034
lgb_loss: 0.4932977098630439
lgb_loss: 0.505313246352181
lgb_loss: 0.5079490859320679
lgb_loss: 0.5186520200426524
fold_0_seed_average_loss: 0.5050956779535459
lgb_loss: 0.49942041513213065
lgb_loss: 0.5002654799933945
lgb_loss: 0.474703272827258
lgb_loss: 0.5108251667072278
lgb_loss: 0.49867585717157226
lgb_loss: 0.4923146550656806
lgb_loss: 0.4862228865767113
lgb_loss: 0.477193269383113
lgb_loss: 0.4822259185093959
lgb_loss: 0.49341699201595535
fold_1_seed_average_loss: 0.49152639133824394
lgb_loss: 0.4930991277369554
lgb_loss: 0.4997711114765985
lgb_loss: 0.5187809095739806
lgb_loss: 0.5168271987980155
lgb_loss: 0.5145266364406725
lgb_loss: 0.5021262262600739
lgb_loss: 0.5183219476396466
lgb_loss: 0.5193876547106375
lgb_loss: 0.5166922946270087
lgb_loss: 0.5195080367123984
fold_2_seed_average_loss: 0.5119041143975989
lgb_loss: 0.5060141387605709
lgb_loss: 0.49217502548098124
lgb_loss: 0.48887660878647254
lgb_loss: 0.5080360161208297
lgb_loss: 0.5129371453576658
lgb_loss: 0.5279371754044598
lgb_loss: 0.5195523232131332
lgb_loss: 0.5203584364310816
lgb_loss: 0.516426568799933
lgb_loss: 0.49713273194010976
fold_3_seed_average_loss: 0.5089446170295238
seed_brending_loss: 0.5636908346434275
