train_csv: lgb_proceeded_train_20200116_102618_20200118_093924
lgb_loss: 0.5142311895263354
lgb_loss: 0.4751330815010405
lgb_loss: 0.5151694988854472
lgb_loss: 0.51237761315525
lgb_loss: 0.4973174365444081
lgb_loss: 0.511515897733034
lgb_loss: 0.4932977098630439
lgb_loss: 0.505313246352181
lgb_loss: 0.5079490859320679
lgb_loss: 0.48741993305741194
lgb_loss: 0.5212180619260521
lgb_loss: 0.5186520200426524
lgb_loss: 0.45632113042837696
lgb_loss: 0.5092737172373341
lgb_loss: 0.49534651353384307
lgb_loss: 0.5332170095637674
lgb_loss: 0.5413617889154172
lgb_loss: 0.5135803544876676
lgb_loss: 0.5170387848623574
lgb_loss: 0.5152207821936272
lgb_loss: 0.5126050825312696
fold_0_seed_average_loss: 0.5073123780129802
lgb_loss: 0.49942041513213065
lgb_loss: 0.5002654799933945
lgb_loss: 0.474703272827258
lgb_loss: 0.5108251667072278
lgb_loss: 0.49867585717157226
lgb_loss: 0.4923146550656806
lgb_loss: 0.4862228865767113
lgb_loss: 0.477193269383113
lgb_loss: 0.4822259185093959
lgb_loss: 0.5174418992441733
lgb_loss: 0.4962688357631261
lgb_loss: 0.49341699201595535
lgb_loss: 0.48978856186175757
lgb_loss: 0.49921238124335265
lgb_loss: 0.4989429187786051
lgb_loss: 0.5170477928872943
lgb_loss: 0.5090243113655948
lgb_loss: 0.493672505362897
lgb_loss: 0.5070931803068828
lgb_loss: 0.5001427729765093
lgb_loss: 0.5243030667593096
fold_1_seed_average_loss: 0.4984858161872353
lgb_loss: 0.4930991277369554
lgb_loss: 0.4997711114765985
lgb_loss: 0.5187809095739806
lgb_loss: 0.5168271987980155
lgb_loss: 0.5145266364406725
lgb_loss: 0.5021262262600739
lgb_loss: 0.5183219476396466
lgb_loss: 0.5193876547106375
lgb_loss: 0.5166922946270087
lgb_loss: 0.5029330854851941
lgb_loss: 0.49585368141758956
lgb_loss: 0.5195080367123984
lgb_loss: 0.5233409125609738
lgb_loss: 0.5026554170492843
lgb_loss: 0.5134039218095806
lgb_loss: 0.492314031769131
lgb_loss: 0.5193623787647637
lgb_loss: 0.49845609196082097
lgb_loss: 0.4906820239875169
lgb_loss: 0.4954580854083106
lgb_loss: 0.4850052610886668
fold_2_seed_average_loss: 0.5065955254894201
lgb_loss: 0.5060141387605709
lgb_loss: 0.49217502548098124
lgb_loss: 0.48887660878647254
lgb_loss: 0.5080360161208297
lgb_loss: 0.5129371453576658
lgb_loss: 0.5279371754044598
lgb_loss: 0.5195523232131332
lgb_loss: 0.5203584364310816
lgb_loss: 0.516426568799933
lgb_loss: 0.5112809231214093
lgb_loss: 0.493937045858029
lgb_loss: 0.49713273194010976
lgb_loss: 0.5364243926520463
lgb_loss: 0.5027457213556699
lgb_loss: 0.5079146296138584
lgb_loss: 0.49834524521549783
lgb_loss: 0.4884824060786579
lgb_loss: 0.5350855285452552
lgb_loss: 0.49582181623584864
lgb_loss: 0.48050191530330655
lgb_loss: 0.5023862490799602
fold_3_seed_average_loss: 0.5067796211121322
seed_brending_loss: 0.5645676741504586
