train_csv: lgb_proceeded_train_20200119_120438_20200119_120650
lgb_loss: 0.5043871222964278
lgb_loss: 0.4806511838493379
lgb_loss: 0.51234366941133
lgb_loss: 0.5080749745675559
lgb_loss: 0.5210318637524068
lgb_loss: 0.5153844660571119
lgb_loss: 0.49997159791966406
lgb_loss: 0.5029823576198564
lgb_loss: 0.5139915595931956
lgb_loss: 0.5048336830739908
lgb_loss: 0.5169193977781326
lgb_loss: 0.5030069667927735
lgb_loss: 0.48305820728555016
lgb_loss: 0.5169737256580701
lgb_loss: 0.5160123344390816
lgb_loss: 0.5374038442749484
fold_0_seed_average_loss: 0.5085641846480896
lgb_loss: 0.49276174461628963
lgb_loss: 0.5102037427915596
lgb_loss: 0.4765246209205406
lgb_loss: 0.5061157010119264
lgb_loss: 0.5163040574686167
lgb_loss: 0.4987325775636203
lgb_loss: 0.4770927591748151
lgb_loss: 0.5096157313674277
lgb_loss: 0.5101725869845999
lgb_loss: 0.5186927398249452
lgb_loss: 0.4823418366271386
lgb_loss: 0.5192378099436776
lgb_loss: 0.5094877791436967
lgb_loss: 0.5035269403056435
lgb_loss: 0.5073643913222108
lgb_loss: 0.5096060266211975
fold_1_seed_average_loss: 0.5029863153554941
lgb_loss: 0.5213366914316183
lgb_loss: 0.5155457973855434
lgb_loss: 0.515346264680016
lgb_loss: 0.5128207275474573
lgb_loss: 0.5236361109382435
lgb_loss: 0.5150142294425668
lgb_loss: 0.5145632148017993
lgb_loss: 0.5108615399132588
lgb_loss: 0.5041996171434067
lgb_loss: 0.516388473340924
lgb_loss: 0.49925097377800687
lgb_loss: 0.5174659823528373
lgb_loss: 0.5162970059404297
lgb_loss: 0.49844294692057445
lgb_loss: 0.5042039471393787
lgb_loss: 0.4917904016520682
fold_2_seed_average_loss: 0.5110727452755082
lgb_loss: 0.507000951043848
lgb_loss: 0.5026690166898642
lgb_loss: 0.5060337877910797
lgb_loss: 0.5216417128533855
lgb_loss: 0.5119802630125729
lgb_loss: 0.5259913411892765
lgb_loss: 0.5321661381696128
lgb_loss: 0.5147713695618379
lgb_loss: 0.5203647479759139
lgb_loss: 0.5185133708420757
lgb_loss: 0.5058816829529156
lgb_loss: 0.5054017162381867
lgb_loss: 0.5420003290158495
lgb_loss: 0.5079483479774192
lgb_loss: 0.5249560422640307
lgb_loss: 0.5081679114752587
fold_3_seed_average_loss: 0.5159680455658205
seed_brending_loss: 0.5708710331238303
